Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
2998,HYT,Financial Services,Asset Management,NYSE,97.2,48,45,41,62
2999,CBH,Financial Services,Asset Management,NYSE,97.2,48,56,63,72
3000,KELYA,Industrials,Staffing & Employment Services,NASDAQ,97.19,48,56,26,70
3001,HCM,Healthcare,Biotechnology,NASDAQ,97.19,48,16,17,10
3002,TROW,Financial Services,Asset Management,NASDAQ,97.19,48,56,27,28
3003,GCV,Financial Services,Asset Management,NYSE,97.17,48,52,55,64
3004,MFA,Real Estate,REIT—Mortgage,NYSE,97.17,48,39,32,26
3005,NTRSO,Financial Services,Asset Management,NASDAQ,97.16,48,50,48,55
3006,ESNT,Financial Services,Mortgage Finance,NYSE,97.16,48,45,58,59
3007,TGNA,Communication Services,Broadcasting,NYSE,97.13,48,46,82,88
3008,NFJ,Financial Services,Asset Management,NYSE,97.13,48,45,46,46
3009,IESC,Industrials,Engineering & Construction,NASDAQ,97.12,48,51,24,28
3010,CBRL,Consumer Cyclical,Restaurants,NASDAQ,97.12,48,77,80,30
3011,WWD,Industrials,Aerospace & Defense,NASDAQ,97.12,48,53,38,41
3012,IHIT,Financial Services,Asset Management,NYSE,97.11,48,60,59,70
3013,NL,Industrials,Security & Protection Services,NYSE,97.11,48,77,89,98
3014,DADA,Consumer Cyclical,Internet Retail,NASDAQ,97.1,48,8,6,19
3015,MIRM,Healthcare,Biotechnology,NASDAQ,97.1,48,52,93,90
3016,EGAN,Technology,Software—Application,NASDAQ,97.1,48,30,22,57
3017,TER,Technology,Semiconductor Equipment & Materials,NASDAQ,97.08,48,41,21,35
3018,CHH,Consumer Cyclical,Lodging,NYSE,97.08,48,53,41,55
3019,BWG,Financial Services,Asset Management,NYSE,97.05,48,39,42,49
3020,PTRS,Financial Services,Banks—Regional,NASDAQ,97.04,48,42,79,79
3021,JFR,Financial Services,Asset Management,NYSE,97.03,48,48,52,61
3022,GFL,Industrials,Waste Management,NYSE,97.02,48,49,53,42
3023,CRCT,Technology,Computer Hardware,NASDAQ,97.02,48,47,32,5
3024,JEQ,Financial Services,Asset Management,NYSE,96.98,48,42,31,40
3025,URGN,Healthcare,Biotechnology,NASDAQ,96.95,48,84,71,32
3026,TAIT,Technology,Electronics & Computer Distribution,NASDAQ,96.94,48,80,81,68
3027,ATRI,Healthcare,Medical Instruments & Supplies,NASDAQ,96.93,48,78,42,67
3028,FSD,Financial Services,Asset Management,NYSE,96.93,48,46,45,49
3029,CRVL,Financial Services,Insurance Brokers,NASDAQ,96.91,47,47,53,58
3030,OXLCP,Financial Services,Asset Management,NASDAQ,96.91,47,58,70,74
3031,PHK,Financial Services,Asset Management,NYSE,96.88,47,46,55,55
3032,CLGN,Healthcare,Biotechnology,NASDAQ,96.87,47,10,23,20
3033,ALZN,Healthcare,Biotechnology,NASDAQ,96.85,47,40,62,12
3034,PFIE,Energy,Oil & Gas Equipment & Services,NASDAQ,96.85,47,58,41,94
3035,CHD,Consumer Defensive,Household & Personal Products,NYSE,96.85,47,32,37,74
3036,IGI,Financial Services,Asset Management,NYSE,96.84,47,43,45,50
3037,GDO,Financial Services,Asset Management,NYSE,96.84,47,35,38,61
3038,LXRX,Healthcare,Biotechnology,NASDAQ,96.83,47,33,91,25
3039,QIPT,Healthcare,Medical Devices,NASDAQ,96.82,47,37,34,65
3040,TAC,Utilities,Utilities—Independent Power Producers,NYSE,96.82,47,48,46,92
3041,SSD,Industrials,Building Products & Equipment,NYSE,96.82,47,39,26,47
3042,MGIC,Technology,Software—Application,NASDAQ,96.8,47,37,44,74
3043,RYN,Real Estate,REIT—Specialty,NYSE,96.8,47,58,39,75
3044,VINP,Financial Services,Asset Management,NASDAQ,96.76,47,54,60,51
3045,ESGRO,Financial Services,Insurance—Diversified,NASDAQ,96.74,47,57,74,70
3046,OFLX,Industrials,Specialty Industrial Machinery,NASDAQ,96.74,47,28,37,45
3047,BGH,Financial Services,Asset Management,NYSE,96.72,47,46,51,55
3048,DQ,Technology,Semiconductor Equipment & Materials,NYSE,96.71,47,79,84,98
3049,ECVT,Basic Materials,Specialty Chemicals,NYSE,96.71,47,56,30,61
3050,SKYT,Technology,Semiconductors,NASDAQ,96.68,47,69,33,11
3051,PKI,Healthcare,Diagnostics & Research,NYSE,96.68,47,42,28,44
3052,MRCY,Industrials,Aerospace & Defense,NASDAQ,96.68,47,56,36,87
3053,UNP,Industrials,Railroads,NYSE,96.67,47,50,57,65
3054,IH,Consumer Defensive,Education & Training Services,NYSE,96.67,47,19,20,42
3055,BABA,Consumer Cyclical,Internet Retail,NYSE,96.65,47,19,22,40
3056,MFD,Financial Services,Asset Management,NYSE,96.64,47,50,86,68
3057,IHD,Financial Services,Asset Management,NYSE,96.64,47,42,42,56
3058,MGEE,Utilities,Utilities—Diversified,NASDAQ,96.63,47,41,67,78
3059,DMF,Financial Services,Asset Management,NYSE MKT,96.63,47,34,35,45
3060,GFLU,Industrials,Waste Management,NYSE,96.63,47,49,53,44
3061,JPC,Financial Services,Asset Management,NYSE,96.62,47,45,51,54
3062,UMC,Technology,Semiconductors,NYSE,96.59,47,47,20,46
3063,QQQX,Financial Services,Asset Management,NASDAQ,96.58,47,55,44,46
3064,LARK,Financial Services,Banks—Regional,NASDAQ,96.58,47,64,69,72
3065,LFUS,Technology,Electronic Components,NASDAQ,96.56,47,44,29,70
3066,PINC,Healthcare,Health Information Services,NASDAQ,96.56,47,36,57,80
3067,PUMP,Energy,Oil & Gas Equipment & Services,NYSE,96.56,47,91,40,89
3068,CAPR,Healthcare,Biotechnology,NASDAQ,96.55,47,89,96,76
3069,RMD,Healthcare,Medical Instruments & Supplies,NYSE,96.53,47,60,55,49
3070,ESP,Industrials,Electrical Equipment & Parts,NYSE MKT,96.53,47,64,86,88
3071,ROIC,Real Estate,REIT—Retail,NASDAQ,96.52,47,40,56,60
3072,CHSCP,Consumer Defensive,Farm Products,NASDAQ,96.51,47,55,75,78
3073,SEVN,Real Estate,REIT—Mortgage,NASDAQ,96.5,47,55,64,88
3074,PAX,Financial Services,Asset Management,NASDAQ,96.49,47,39,48,46
3075,UBCP,Financial Services,Banks—Regional,NASDAQ,96.49,47,74,78,90
3076,FFNW,Financial Services,Banks—Regional,NASDAQ,96.47,47,56,59,75
3077,BRBS,Financial Services,Banks—Regional,NYSE MKT,96.47,47,37,31,71
3078,LH,Healthcare,Diagnostics & Research,NYSE,96.46,47,55,35,53
3079,ESI,Basic Materials,Specialty Chemicals,NYSE,96.44,47,42,42,49
3080,MSD,Financial Services,Asset Management,NYSE,96.44,47,39,39,47
3081,ALKT,Technology,Softwareâ€”Application,NASDAQ,96.43,47,49,57,29
3082,PAI,Financial Services,Asset Management,NYSE,96.42,47,44,41,49
3083,NKE,Consumer Cyclical,Footwear & Accessories,NYSE,96.41,47,35,29,36
3084,NBO,Financial Services,Asset Management,NYSE MKT,96.41,47,37,44,44
3085,KR,Consumer Defensive,Grocery Stores,NYSE,96.4,46,64,75,89
3086,JFIN,Communication Services,Internet Content & Information,NASDAQ,96.4,46,49,62,29
3087,EXD,Financial Services,Asset Management,NYSE,96.4,46,55,59,55
3088,STEP,Financial Services,Asset Management,NASDAQ,96.38,46,65,36,35
3089,ITIC,Financial Services,Insurance—Specialty,NASDAQ,96.36,46,45,34,54
3090,BDL,Consumer Cyclical,Restaurants,NYSE MKT,96.35,46,51,48,91
3091,CCD,Financial Services,Asset Management,NASDAQ,96.34,46,52,61,40
3092,LMNR,Consumer Defensive,Farm Products,NASDAQ,96.32,46,79,51,72
3093,AGR,Utilities,Utilitiesâ€”Regulated Electric,NYSE,96.28,46,41,84,73
3094,EGY,Energy,Oil & Gas E&P,NYSE,96.28,46,84,86,99
3095,JRVR,Financial Services,Insurance—Specialty,NASDAQ,96.28,46,43,60,65
3096,SWN,Energy,Oil & Gas E&P,NYSE,96.28,46,89,94,97
3097,MDC,Consumer Cyclical,Residential Construction,NYSE,96.28,46,38,27,26
3098,GOLD,Basic Materials,Gold,NYSE,96.26,46,43,27,71
3099,JRO,Financial Services,Asset Management,NYSE,96.25,46,52,53,60
3100,TY,Financial Services,Asset Management,NYSE,96.25,46,50,53,52
3101,ST,Technology,Scientific & Technical Instruments,NYSE,96.24,46,49,30,43
3102,CRWS,Consumer Cyclical,Textile Manufacturing,NASDAQ,96.21,46,47,48,67
3103,TSLX,Financial Services,Asset Management,NYSE,96.2,46,48,50,60
3104,CUBA,Financial Services,Asset Management,NASDAQ,96.2,46,46,61,54
3105,SBI,Financial Services,Asset Management,NYSE,96.19,46,42,42,63
3106,KF,Financial Services,Asset Management,NYSE,96.19,46,39,25,38
3107,QD,Financial Services,Credit Services,NYSE,96.18,46,41,45,51
3108,EOS,Financial Services,Asset Management,NYSE,96.17,46,48,49,37
3109,NGD,Basic Materials,Gold,NYSE MKT,96.16,46,61,16,41
3110,PGTI,Industrials,Building Products & Equipment,NYSE,96.12,46,68,82,41
3111,GHY,Financial Services,Asset Management,NYSE,96.1,46,43,46,49
3112,NXE,Energy,Uranium,NYSE,96.05,46,76,59,36
3113,FFA,Financial Services,Asset Management,NYSE,96.05,46,43,44,49
3114,PMM,Financial Services,Asset Management,NYSE,96.03,46,39,41,48
3115,NARI,Healthcare,Medical Devices,NASDAQ,96.03,46,77,59,36
3116,FSEA,Financial Services,Banks—Regional,NASDAQ,96.02,46,76,81,90
3117,FITBP,Financial Services,Banks—Regional,NASDAQ,96.02,46,47,65,73
3118,CKX,Energy,Oil & Gas E&P,NYSE MKT,96.02,46,50,53,73
3119,PZZA,Consumer Cyclical,Restaurants,NASDAQ,96.01,46,42,27,36
3120,NMI,Financial Services,Asset Management,NYSE,96.0,46,51,40,52
3121,VCV,Financial Services,Asset Management,NYSE,95.98,46,32,33,50
3122,GAU,Basic Materials,Gold,NYSE MKT,95.98,46,65,68,18
3123,BSIG,Financial Services,Asset Management,NYSE,95.98,46,46,21,39
3124,BFZ,Financial Services,Asset Management,NYSE,95.97,46,40,42,47
3125,CAC,Financial Services,Banks—Regional,NASDAQ,95.96,46,51,65,74
3126,DPZ,Consumer Cyclical,Restaurants,NYSE,95.96,46,45,27,61
3127,TATT,Industrials,Aerospace & Defense,NASDAQ,95.94,46,71,80,75
3128,JPI,Financial Services,Asset Management,NYSE,95.93,46,42,50,52
3129,EIM,Financial Services,Asset Management,NYSE MKT,95.92,46,40,41,53
3130,WSR,Real Estate,REIT—Retail,NYSE,95.91,46,40,54,89
3131,OBNK,Financial Services,Banks—Regional,NASDAQ,95.91,46,60,67,71
3132,IDBA,Technology,Software—Application,NASDAQ,95.91,46,9,4,13
3133,NICE,Technology,Software—Application,NASDAQ,95.89,46,36,38,47
3134,RLJ,Real Estate,REIT—Hotel & Motel,NYSE,95.89,46,43,58,38
3135,AAPL,Technology,Consumer Electronics,NASDAQ,95.87,46,53,75,59
3136,CBU,Financial Services,Banks—Regional,NYSE,95.87,46,54,58,64
3137,USA,Financial Services,Asset Management,NYSE,95.87,46,47,44,38
3138,APT,Industrials,Building Products & Equipment,NYSE MKT,95.86,46,52,28,35
3139,INFU,Healthcare,Medical Instruments & Supplies,NYSE MKT,95.86,46,50,14,26
3140,HBANM,Financial Services,Banks—Regional,NASDAQ,95.84,46,56,61,72
3141,VGI,Financial Services,Asset Management,NYSE,95.84,46,41,43,44
3142,SLCA,Energy,Oil & Gas Equipment & Services,NYSE,95.81,46,88,90,77
3143,SPGI,Financial Services,Financial Data & Stock Exchanges,NYSE,95.8,45,52,45,41
3144,MERC,Basic Materials,Paper & Paper Products,NASDAQ,95.8,45,67,84,92
3145,PSA,Real Estate,REIT—Industrial,NYSE,95.8,45,46,73,67
3146,FCT,Financial Services,Asset Management,NYSE,95.79,45,50,47,61
3147,CERE,Healthcare,Biotechnology,NASDAQ,95.77,45,54,64,91
3148,PMO,Financial Services,Asset Management,NYSE,95.77,45,44,48,61
3149,PEG,Utilities,Utilities—Diversified,NYSE,95.73,45,45,83,73
3150,LHX,Industrials,Aerospace & Defense,NYSE,95.72,45,61,77,83
3151,JPS,Financial Services,Asset Management,NYSE,95.71,45,43,43,47
3152,CZR,Consumer Cyclical,Resorts & Casinos,NASDAQ,95.7,45,35,23,11
3153,PSF,Financial Services,Asset Management,NYSE,95.7,45,42,43,50
3154,BTT,Financial Services,Asset Management,NYSE,95.69,45,46,48,63
3155,FULTP,Financial Services,Banks—Regional,NASDAQ,95.69,45,54,45,58
3156,ESTE,Energy,Oil & Gas E&P,NYSE,95.67,45,94,90,98
3157,NTIP,Technology,Communication Equipment,NYSE MKT,95.66,45,55,49,63
3158,NAPA,Consumer Defensive,Beverages—Wineries & Distilleries,NYSE,95.66,45,25,19,81
3159,EFC,Financial Services,Mortgage Finance,NYSE,95.64,45,56,62,53
3160,DBL,Financial Services,Asset Management,NYSE,95.63,45,47,48,62
3161,LEA,Consumer Cyclical,Auto Parts,NYSE,95.61,45,62,60,57
3162,CVGW,Consumer Defensive,Packaged Foods,NASDAQ,95.61,45,40,45,72
3163,AZZ,Industrials,Electrical Equipment & Parts,NYSE,95.61,45,41,34,50
3164,EPR,Real Estate,REIT—Retail,NYSE,95.59,45,32,46,69
3165,GRX,Financial Services,Asset Management,NYSE,95.58,45,37,54,51
3166,ZCMD,Healthcare,Health Information Services,NASDAQ,95.57,45,33,27,45
3167,NKG,Financial Services,Asset Management,NYSE,95.57,45,38,42,59
3168,ESPR,Healthcare,Biotechnology,NASDAQ,95.56,45,96,89,46
3169,HSC,Industrials,Specialty Industrial Machinery,NYSE,95.55,45,26,4,13
3170,EXG,Financial Services,Asset Management,NYSE,95.54,45,46,53,50
3171,KTCC,Technology,Computer Hardware,NASDAQ,95.53,45,49,25,34
3172,DJCO,Communication Services,Publishing,NASDAQ,95.53,45,58,41,49
3173,PBBK,Financial Services,Banks—Regional,NASDAQ,95.52,45,51,60,76
3174,DDF,Financial Services,Asset Management,NYSE,95.52,45,48,40,52
3175,FAF,Financial Services,Insurance—Specialty,NYSE,95.51,45,42,34,39
3176,NIE,Financial Services,Asset Management,NYSE,95.51,45,44,51,41
3177,HPQ,Technology,Computer Hardware,NYSE,95.5,45,44,31,89
3178,BTG,Basic Materials,Gold,NYSE MKT,95.48,45,56,39,65
3179,DTSS,Technology,Software—Infrastructure,NASDAQ,95.47,45,42,32,38
3180,FFIC,Financial Services,Banks—Regional,NASDAQ,95.45,45,51,52,76
3181,MMU,Financial Services,Asset Management,NYSE,95.45,45,39,41,50
3182,TNC,Industrials,Specialty Industrial Machinery,NYSE,95.43,45,53,41,37
3183,BZH,Consumer Cyclical,Residential Construction,NYSE,95.43,45,27,34,24
3184,GDEN,Consumer Cyclical,Resorts & Casinos,NASDAQ,95.42,45,53,32,46
3185,HUN,Basic Materials,Chemicals,NYSE,95.4,45,43,35,65
3186,EWBC,Financial Services,Banks—Diversified,NASDAQ,95.39,45,55,78,59
3187,BXC,Industrials,Building Products & Equipment,NYSE,95.39,45,44,57,75
3188,UEC,Energy,Uranium,NYSE MKT,95.38,45,82,85,63
3189,SOHU,Communication Services,Internet Content & Information,NASDAQ,95.37,45,46,77,65
3190,FTF,Financial Services,Asset Management,NYSE MKT,95.37,45,45,48,50
3191,MITK,Technology,Software—Application,NASDAQ,95.36,45,54,26,17
3192,AGTI,Healthcare,Health Information Services,NYSE,95.36,45,31,36,72
3193,ESGRP,Financial Services,Insurance—Diversified,NASDAQ,95.35,45,45,56,62
3194,MBRX,Healthcare,Biotechnology,NASDAQ,95.35,45,12,21,28
3195,MCHX,Communication Services,Advertising Agencies,NASDAQ,95.33,45,30,67,14
3196,PED,Energy,Oil & Gas E&P,NYSE MKT,95.33,45,61,28,64
3197,BTZ,Financial Services,Asset Management,NYSE,95.3,45,44,40,45
3198,MYD,Financial Services,Asset Management,NYSE,95.29,45,35,36,45
3199,INFY,Technology,Information Technology Services,NYSE,95.28,45,58,32,46
3200,ETY,Financial Services,Asset Management,NYSE,95.27,45,53,62,51
3201,SKY,Consumer Cyclical,Residential Construction,NYSE,95.27,45,33,55,34
3202,CENT,Consumer Defensive,Packaged Foods,NASDAQ,95.26,45,50,32,64
3203,NMR,Financial Services,Capital Markets,NYSE,95.25,44,42,30,43
3204,FR,Real Estate,REIT—Industrial,NYSE,95.25,44,44,56,49
3205,SABRP,Technology,Information Technology Services,NASDAQ,95.23,44,21,32,25
3206,GBNY,Financial Services,Banks—Regional,NASDAQ,95.23,44,55,63,89
3207,HOPE,Financial Services,Banks—Regional,NASDAQ,95.22,44,49,77,73
3208,AFT,Financial Services,Asset Management,NYSE,95.22,44,49,50,61
3209,NYMTM,Real Estate,REIT—Mortgage,NASDAQ,95.21,44,46,58,61
3210,AACG,Consumer Defensive,Education & Training Services,NASDAQ,95.21,44,84,96,24
3211,WY,Real Estate,REIT—Specialty,NYSE,95.2,44,45,38,70
3212,RIV,Financial Services,Asset Management,NYSE,95.2,44,39,63,57
3213,MAS,Industrials,Building Products & Equipment,NYSE,95.2,44,45,43,53
3214,IPGP,Technology,Semiconductor Equipment & Materials,NASDAQ,95.2,44,31,23,28
3215,PCOR,Technology,Software—Application,NYSE,95.19,44,56,41,25
3216,SELF,Real Estate,REIT—Industrial,NASDAQ,95.18,44,49,76,97
3217,UE,Real Estate,REIT—Diversified,NYSE,95.17,44,41,52,49
3218,LXP,Real Estate,REIT—Diversified,NYSE,95.15,44,39,28,38
3219,MSFT,Technology,Software—Infrastructure,NASDAQ,95.14,44,37,39,58
3220,FAM,Financial Services,Asset Management,NYSE,95.14,44,28,28,36
3221,RUN,Technology,Solar,NASDAQ,95.13,44,72,93,24
3222,CNX,Energy,Oil & Gas E&P,NYSE,95.13,44,86,84,95
3223,JLS,Financial Services,Asset Management,NYSE,95.13,44,49,49,57
3224,DENN,Consumer Cyclical,Restaurants,NASDAQ,95.12,44,84,36,21
3225,CXH,Financial Services,Asset Management,NYSE,95.12,44,34,36,45
3226,ALXO,Healthcare,Biotechnology,NASDAQ,95.12,44,37,71,1
3227,SXT,Basic Materials,Specialty Chemicals,NYSE,95.11,44,36,46,63
3228,PSMT,Consumer Defensive,Discount Stores,NASDAQ,95.11,44,68,33,65
3229,PCB,Financial Services,Banks—Regional,NASDAQ,95.11,44,46,53,73
3230,RMM,Financial Services,Asset Management,NYSE,95.1,44,40,43,51
3231,BRO,Financial Services,Insurance Brokers,NYSE,95.1,44,43,77,64
3232,AGE,Healthcare,Biotechnology,NYSE MKT,95.1,44,43,47,40
3233,PMF,Financial Services,Asset Management,NYSE,95.08,44,32,43,43
3234,CLNE,Energy,Oil & Gas Refining & Marketing,NASDAQ,95.08,44,89,77,23
3235,PFO,Financial Services,Asset Management,NYSE,95.07,44,47,38,43
3236,USIO,Technology,Information Technology Services,NASDAQ,95.06,44,52,3,14
3237,RDIB,Communication Services,Entertainment,NASDAQ,95.06,44,28,22,56
3238,CERT,Healthcare,Biotechnology,NASDAQ,95.05,44,20,12,38
3239,FLWS,Consumer Cyclical,Specialty Retail,NASDAQ,95.04,44,22,3,16
3240,KURA,Healthcare,Biotechnology,NASDAQ,95.04,44,80,35,69
3241,VTR,Real Estate,REIT—Healthcare Facilities,NYSE,95.01,44,44,50,64
3242,JHG,Financial Services,Asset Management,NYSE,95.01,44,46,24,27
3243,CWEN,Utilities,Utilities—Renewable,NYSE,95.0,44,63,90,88
3244,INSI,Financial Services,Asset Management,NYSE,95.0,44,41,41,52
3245,CHRW,Industrials,Integrated Freight & Logistics,NASDAQ,95.0,44,57,81,89
3246,SONY,Technology,Consumer Electronics,NYSE,94.97,44,41,20,43
3247,NQP,Financial Services,Asset Management,NYSE,94.97,44,37,43,49
3248,MTNB,Healthcare,Biotechnology,NYSE MKT,94.96,44,53,32,55
3249,CMCSA,Communication Services,Entertainment,NASDAQ,94.96,44,29,25,43
3250,NBH,Financial Services,Asset Management,NYSE MKT,94.95,44,36,32,36
3251,CMCO,Industrials,Farm & Heavy Construction Machinery,NASDAQ,94.94,44,33,27,25
3252,WLKP,Basic Materials,Chemicals,NYSE,94.94,44,55,58,72
3253,COO,Healthcare,Medical Instruments & Supplies,NYSE,94.94,44,47,28,37
3254,VTN,Financial Services,Asset Management,NYSE,94.92,44,39,37,53
3255,IBP,Industrials,Building Products & Equipment,NYSE,94.91,44,32,37,29
3256,OGN,Healthcare,Drug Manufacturers—General,NYSE,94.89,44,29,39,91
3257,PNC,Financial Services,Banks—Regional,NYSE,94.88,44,53,53,52
3258,NXJ,Financial Services,Asset Management,NYSE,94.88,44,37,41,54
3259,CMU,Financial Services,Asset Management,NYSE,94.88,44,33,36,39
3260,AB,Financial Services,Asset Management,NYSE,94.88,44,47,59,68
3261,LFMDP,Healthcare,Pharmaceutical Retailers,NASDAQ,94.88,44,46,29,53
3262,MXCT,Healthcare,Diagnostics & Research,NASDAQ,94.84,43,87,49,8
3263,CPK,Utilities,Utilities—Regulated Gas,NYSE,94.83,43,37,75,72
3264,GWRS,Utilities,Utilities—Regulated Water,NASDAQ,94.82,43,40,38,48
3265,ARQT,Healthcare,Biotechnology,NASDAQ,94.82,43,54,48,93
3266,FLYW,Technology,Information Technology Services,NASDAQ,94.82,43,30,73,18
3267,TESS,Technology,Communication Equipment,NASDAQ,94.79,43,40,25,70
3268,BL,Technology,Software—Infrastructure,NASDAQ,94.79,43,42,29,35
3269,GKOS,Healthcare,Medical Instruments & Supplies,NYSE,94.75,43,81,92,44
3270,NREF,Real Estate,REIT—Diversified,NYSE,94.75,43,44,75,92
3271,EFT,Financial Services,Asset Management,NYSE,94.75,43,46,50,58
3272,SDPI,Energy,Oil & Gas Equipment & Services,NYSE MKT,94.75,43,49,34,90
3273,NEA,Financial Services,Asset Management,NYSE,94.74,43,39,39,50
3274,BKU,Financial Services,Banks—Regional,NYSE,94.72,43,55,61,60
3275,IIM,Financial Services,Asset Management,NYSE,94.69,43,32,44,47
3276,GPRE,Basic Materials,Specialty Chemicals,NASDAQ,94.66,43,82,67,68
3277,ABCM,Healthcare,Biotechnology,NASDAQ,94.65,43,77,57,36
3278,NRK,Financial Services,Asset Management,NYSE,94.64,43,39,40,51
3279,SPE,Financial Services,Asset Management,NYSE,94.64,43,47,55,59
3280,BBN,Financial Services,Asset Management,NYSE,94.64,43,43,35,43
3281,ACI,Consumer Defensive,Grocery Stores,NYSE,94.63,43,50,48,78
3282,CNOBP,Financial Services,Banks—Regional,NASDAQ,94.63,43,55,48,63
3283,OCCI,Financial Services,Asset Management,NASDAQ,94.62,43,47,42,45
3284,ALRS,Financial Services,Banksâ€”Regional,NASDAQ,94.62,43,40,38,51
3285,QUAD,Industrials,Specialty Business Services,NYSE,94.58,43,33,35,30
3286,LFMD,Healthcare,Pharmaceutical Retailers,NASDAQ,94.57,43,37,23,11
3287,VET,Energy,Oil & Gas E&P,NYSE,94.56,43,93,99,99
3288,STWD,Real Estate,REIT—Mortgage,NYSE,94.54,43,50,82,64
3289,UNFI,Consumer Defensive,Food Distribution,NYSE,94.54,43,68,78,72
3290,TM,Consumer Cyclical,Auto Manufacturers,NYSE,94.54,43,37,32,63
3291,ZLAB,Healthcare,Biotechnology,NASDAQ,94.54,43,30,89,14
3292,TDC,Technology,Information Technology Services,NYSE,94.53,43,33,22,38
3293,ARDC,Financial Services,Asset Management,NYSE,94.52,43,44,54,52
3294,EFR,Financial Services,Asset Management,NYSE,94.52,43,46,44,63
3295,AAU,Basic Materials,Gold,NYSE MKT,94.51,43,44,21,27
3296,CBRE,Real Estate,Real Estate Services,NYSE,94.49,43,41,44,41
3297,CRNT,Technology,Communication Equipment,NASDAQ,94.48,43,34,43,37
3298,HMC,Consumer Cyclical,Auto Manufacturers,NYSE,94.47,43,41,45,58
3299,EL,Consumer Defensive,Household & Personal Products,NYSE,94.47,43,32,36,51
