Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
2647,KEP,Utilities,Utilities—Regulated Electric,NYSE,100.42,54,32,19,60
2648,BLW,Financial Services,Asset Management,NYSE,100.42,54,54,57,50
2649,JGH,Financial Services,Asset Management,NYSE,100.39,54,46,45,49
2650,GPP,Energy,Oil & Gas Midstream,NASDAQ,100.39,54,58,85,67
2651,ISR,Healthcare,Medical Instruments & Supplies,NYSE MKT,100.38,54,24,68,22
2652,IDT,Communication Services,Telecom Services,NYSE,100.38,54,28,27,27
2653,POR,Utilities,Utilities—Regulated Electric,NYSE,100.38,54,48,78,68
2654,WINVU,Financial Services,Shell Companies,NASDAQ,100.36,54,74,61,86
2655,DVAX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,100.34,54,60,53,71
2656,SPT,Technology,Software—Application,NASDAQ,100.33,54,79,47,23
2657,FFBW,Financial Services,Banks—Regional,NASDAQ,100.33,54,58,77,81
2658,PROF,Healthcare,Medical Devices,NASDAQ,100.33,54,14,6,24
2659,GLAD,Financial Services,Asset Management,NASDAQ,100.3,54,53,52,60
2660,VLY,Financial Services,Banks—Regional,NASDAQ,100.27,54,67,70,52
2661,MBUU,Consumer Cyclical,Recreational Vehicles,NASDAQ,100.26,54,46,43,50
2662,BGT,Financial Services,Asset Management,NYSE,100.24,54,56,53,63
2663,PCTY,Technology,Software—Application,NASDAQ,100.24,54,57,93,40
2664,COVA,Financial Services,Shell Companies,NASDAQ,100.22,54,74,73,85
2665,MELI,Consumer Cyclical,Internet Retail,NASDAQ,100.2,54,49,62,14
2666,EVT,Financial Services,Asset Management,NYSE,100.2,54,57,60,55
2667,GNK,Industrials,Marine Shipping,NYSE,100.19,54,62,22,91
2668,L,Financial Services,Insurance—Property & Casualty,NYSE,100.18,54,54,51,86
2669,GNTY,Financial Services,Banks—Regional,NASDAQ,100.18,54,58,68,90
2670,SNRH,Financial Services,Shell Companies,NASDAQ,100.17,54,73,72,84
2671,PCYO,Utilities,Utilities—Regulated Water,NASDAQ,100.16,54,23,31,43
2672,HYI,Financial Services,Asset Management,NYSE,100.15,54,54,52,54
2673,BK,Financial Services,Asset Management,NYSE,100.14,54,48,50,51
2674,WFC,Financial Services,Banks—Diversified,NYSE,100.14,54,67,67,48
2675,TTI,Energy,Oil & Gas Equipment & Services,NYSE,100.13,54,87,94,97
2676,NID,Financial Services,Asset Management,NYSE,100.12,54,51,55,67
2677,HWBK,Financial Services,Banks—Regional,NASDAQ,100.08,54,53,76,91
2678,AOS,Industrials,Specialty Industrial Machinery,NYSE,100.08,54,46,31,43
2679,ORCC,Financial Services,Credit Services,NYSE,100.07,54,68,57,64
2680,VFL,Financial Services,Asset Management,NYSE MKT,100.03,53,41,54,52
2681,AMBA,Technology,Semiconductor Equipment & Materials,NASDAQ,100.03,53,15,15,20
2682,AGD,Financial Services,Asset Management,NYSE,100.03,53,46,49,52
2683,NUO,Financial Services,Asset Management,NYSE,100.02,53,44,43,51
2684,NXP,Financial Services,Asset Management,NYSE,100.01,53,53,52,57
2685,CBSH,Financial Services,Banks—Regional,NASDAQ,100.01,53,75,80,73
2686,GOGL,Industrials,Marine Shipping,NASDAQ,100.0,53,69,49,97
2687,SPY,--- Reference ---,--- Reference ---,--- Reference ---,100.0,53,52,53,57
2688,COTY,Consumer Defensive,Household & Personal Products,NYSE,99.99,53,57,54,51
2689,ITGR,Healthcare,Medical Devices,NYSE,99.98,53,49,30,50
2690,LEGH,Consumer Cyclical,Residential Construction,NASDAQ,99.97,53,37,75,26
2691,SLRC,Financial Services,Asset Management,NASDAQ,99.97,53,47,55,53
2692,MBINP,Financial Services,Banks—Regional,NASDAQ,99.97,53,56,68,72
2693,PFS,Financial Services,Banks—Regional,NYSE,99.96,53,58,80,76
2694,BCPC,Basic Materials,Specialty Chemicals,NASDAQ,99.96,53,76,50,54
2695,VCIF,Financial Services,Asset Management,NYSE,99.91,53,58,71,70
2696,BY,Financial Services,Banks—Regional,NYSE,99.91,53,53,39,75
2697,YETI,Consumer Cyclical,Leisure,NYSE,99.91,53,29,10,21
2698,GLBLU,Financial Services,Shell Companies,NASDAQ,99.9,53,69,65,87
2699,ABT,Healthcare,Medical Devices,NYSE,99.89,53,47,43,62
2700,SCX,Industrials,Tools & Accessories,NYSE,99.88,53,43,88,39
2701,LGI,Financial Services,Asset Management,NYSE,99.87,53,42,51,48
2702,CMS,Utilities,Utilities—Regulated Electric,NYSE,99.87,53,46,82,82
2703,CGNX,Technology,Scientific & Technical Instruments,NASDAQ,99.87,53,50,19,18
2704,DUNE,Financial Services,Shell Companies,NASDAQ,99.87,53,63,63,86
2705,LSXMK,Communication Services,Broadcasting,NASDAQ,99.86,53,59,58,38
2706,EPAM,Technology,Information Technology Services,NYSE,99.86,53,35,82,34
2707,LSXMA,Communication Services,Broadcasting,NASDAQ,99.85,53,59,59,38
2708,TPH,Consumer Cyclical,Residential Construction,NYSE,99.84,53,43,29,33
2709,VBF,Financial Services,Asset Management,NYSE,99.84,53,46,47,51
2710,MAIN,Financial Services,Asset Management,NYSE,99.84,53,52,79,68
2711,EMF,Financial Services,Asset Management,NYSE,99.81,53,38,33,41
2712,DLB,Technology,Information Technology Services,NYSE,99.8,53,44,49,55
2713,ALK,Industrials,Airlines,NYSE,99.79,53,53,51,34
2714,CHSCO,Consumer Defensive,Farm Products,NASDAQ,99.78,53,63,78,86
2715,STVN,Healthcare,Medical Instruments & Supplies,NYSE,99.77,53,42,55,38
2716,CULL,Financial Services,Banks—Regional,NASDAQ,99.77,53,54,59,47
2717,DRVN,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,99.76,53,78,87,71
2718,VNDA,Healthcare,Biotechnology,NASDAQ,99.75,53,47,30,33
2719,ARW,Technology,Electronics & Computer Distribution,NYSE,99.74,53,50,32,66
2720,DHF,Financial Services,Asset Management,NYSE,99.73,53,43,38,44
2721,MIN,Financial Services,Asset Management,NYSE,99.73,53,52,48,63
2722,FRSH,Technology,Software—Application,NASDAQ,99.72,53,28,34,7
2723,CHSCL,Consumer Defensive,Farm Products,NASDAQ,99.72,53,67,65,72
2724,PPT,Financial Services,Asset Management,NYSE,99.72,53,58,55,69
2725,ARC,Industrials,Specialty Business Services,NYSE,99.7,53,52,54,59
2726,GOF,Financial Services,Asset Management,NYSE,99.7,53,61,64,52
2727,FRPT,Consumer Defensive,Packaged Foods,NASDAQ,99.69,53,78,6,12
2728,CYCN,Healthcare,Biotechnology,NASDAQ,99.69,53,11,91,3
2729,BKCC,Financial Services,Asset Management,NASDAQ,99.68,53,62,79,73
2730,CMP,Basic Materials,Other Industrial Metals & Mining,NYSE,99.66,53,45,31,24
2731,VMAR,Consumer Cyclical,Recreational Vehicles,NASDAQ,99.65,53,28,94,22
2732,LXU,Basic Materials,Chemicals,NYSE,99.64,53,80,94,99
2733,CHSCM,Consumer Defensive,Farm Products,NASDAQ,99.63,53,67,63,74
2734,XOMAP,Healthcare,Biotechnology,NASDAQ,99.63,53,53,75,83
2735,FGFPP,Financial Services,Insurance—Diversified,NASDAQ,99.62,53,44,88,42
2736,BBCP,Industrials,Engineering & Construction,NASDAQ,99.61,53,83,69,39
2737,BHFAP,Financial Services,Insurance—Life,NASDAQ,99.6,53,58,75,70
2738,KINZU,Financial Services,Shell Companies,NASDAQ,99.58,52,62,74,77
2739,SNRHU,Financial Services,Shell Companies,NASDAQ,99.57,52,64,60,77
2740,MOV,Consumer Cyclical,Luxury Goods,NYSE,99.56,52,61,40,73
2741,ICPT,Healthcare,Biotechnology,NASDAQ,99.54,52,50,93,36
2742,ACN,Technology,Information Technology Services,NYSE,99.53,52,48,37,62
2743,PETV,Healthcare,Medical Devices,NASDAQ,99.52,52,88,92,27
2744,PDCE,Energy,Oil & Gas E&P,NASDAQ,99.5,52,96,88,95
2745,VCTR,Financial Services,Asset Management,NASDAQ,99.48,52,80,48,51
2746,FMNB,Financial Services,Banks—Regional,NASDAQ,99.44,52,56,42,70
2747,SPWH,Consumer Cyclical,Leisure,NASDAQ,99.44,52,37,20,40
2748,FLIC,Financial Services,Banks—Regional,NASDAQ,99.44,52,46,53,64
2749,BHFAO,Financial Services,Insurance—Life,NASDAQ,99.43,52,59,73,67
2750,ESGR,Financial Services,Insurance—Diversified,NASDAQ,99.42,52,42,40,57
2751,AG,Basic Materials,Silver,NYSE,99.41,52,68,24,22
2752,UONE,Communication Services,Broadcasting,NASDAQ,99.39,52,37,46,75
2753,BTWNU,Financial Services,Shell Companies,NASDAQ,99.38,52,58,64,75
2754,GGZ,Financial Services,Asset Management,NYSE,99.38,52,43,34,41
2755,WCC,Industrials,Industrial Distribution,NYSE,99.38,52,63,85,62
2756,SNV,Financial Services,Banks—Regional,NYSE,99.38,52,63,58,47
2757,CSQ,Financial Services,Asset Management,NASDAQ,99.37,52,50,52,41
2758,ENB,Energy,Oil & Gas Midstream,NYSE,99.36,52,67,79,89
2759,CINF,Financial Services,Insurance—Property & Casualty,NASDAQ,99.35,52,59,32,75
2760,FMY,Financial Services,Asset Management,NYSE,99.35,52,58,56,65
2761,LRCX,Technology,Semiconductor Equipment & Materials,NASDAQ,99.34,52,55,28,35
2762,SILV,Basic Materials,Other Precious Metals & Mining,NYSE MKT,99.32,52,42,22,49
2763,FPI,Real Estate,REIT—Specialty,NYSE,99.32,52,77,84,95
2764,OCCIO,Financial Services,Asset Management,NASDAQ,99.32,52,57,75,87
2765,SCSC,Technology,Electronics & Computer Distribution,NASDAQ,99.32,52,44,34,74
2766,DV,Technology,Software—Application,NYSE,99.31,52,62,79,37
2767,FWONA,Communication Services,Broadcasting,NASDAQ,99.3,52,48,83,91
2768,STNE,Technology,Software—Infrastructure,NASDAQ,99.28,52,44,21,8
2769,IMAX,Communication Services,Entertainment,NYSE,99.28,52,36,55,50
2770,DIN,Consumer Cyclical,Restaurants,NYSE,99.28,52,63,66,47
2771,KOS,Energy,Oil & Gas E&P,NYSE,99.27,52,96,97,99
2772,ALTUU,Financial Services,Shell Companies,NASDAQ,99.26,52,63,61,81
2773,LEXX,Consumer Defensive,Packaged Foods,NASDAQ,99.26,52,24,44,30
2774,MTG,Financial Services,Insurance—Specialty,NYSE,99.24,52,54,84,55
2775,XOMA,Healthcare,Biotechnology,NASDAQ,99.23,52,50,33,32
2776,BFIN,Financial Services,Banks—Regional,NASDAQ,99.21,52,65,56,63
2777,NTST,Real Estate,REIT—Retail,NYSE,99.2,52,43,53,56
2778,CRSR,Technology,Computer Hardware,NASDAQ,99.19,52,56,23,20
2779,CII,Financial Services,Asset Management,NYSE,99.18,52,51,63,58
2780,LCTX,Healthcare,Biotechnology,NYSE MKT,99.17,52,54,25,38
2781,IQV,Healthcare,Diagnostics & Research,NYSE,99.17,52,57,46,54
2782,CTRA,Energy,Oil & Gas E&P,NYSE,99.16,52,88,95,98
2783,BRT,Real Estate,REIT—Residential,NYSE,99.15,52,65,82,92
2784,PSTL,Real Estate,REIT—Office,NYSE,99.13,52,56,68,48
2785,SEAS,Consumer Cyclical,Leisure,NYSE,99.12,52,52,72,32
2786,HTY,Financial Services,Asset Management,NYSE,99.12,52,43,49,51
2787,EOD,Financial Services,Asset Management,NYSE,99.11,52,60,76,50
2788,TEO,Communication Services,Telecom Services,NYSE,99.1,52,34,48,68
2789,TFSL,Financial Services,Banks—Regional,NASDAQ,99.07,52,47,45,46
2790,CHI,Financial Services,Asset Management,NASDAQ,99.03,52,51,51,44
2791,FRA,Financial Services,Asset Management,NYSE,99.03,52,59,60,60
2792,SUMO,Technology,Software—Infrastructure,NASDAQ,99.02,52,30,27,18
2793,NOK,Technology,Communication Equipment,NYSE,99.01,52,48,43,59
2794,IVH,Financial Services,Asset Management,NYSE,99.01,52,42,60,48
2795,VERY,Financial Services,Insurance—Life,NASDAQ,99.01,52,65,53,66
2796,BBAR,Financial Services,Banks—Regional,NYSE,98.99,51,51,78,38
2797,NFG,Energy,Oil & Gas Integrated,NYSE,98.99,51,67,88,95
2798,CCNE,Financial Services,Banks—Regional,NASDAQ,98.98,51,54,68,81
2799,ALVR,Healthcare,Biotechnology,NASDAQ,98.97,51,84,92,5
2800,RKT,Financial Services,Mortgage Finance,NYSE,98.97,51,24,30,17
2801,BWACU,Financial Services,Shell Companies,NASDAQ,98.96,51,59,55,79
2802,IFN,Financial Services,Asset Management,NYSE,98.95,51,58,66,53
2803,NEP,Utilities,Utilities—Renewable,NYSE,98.95,51,78,84,70
2804,MCS,Communication Services,Entertainment,NYSE,98.95,51,45,66,47
2805,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,98.94,51,49,61,34
2806,DSL,Financial Services,Asset Management,NYSE,98.94,51,39,41,48
2807,WEA,Financial Services,Asset Management,NYSE,98.93,51,42,47,52
2808,JOF,Financial Services,Asset Management,NYSE,98.9,51,41,32,45
2809,NGG,Utilities,Utilities—Regulated Electric,NYSE,98.88,51,38,46,73
2810,IAE,Financial Services,Asset Management,NYSE,98.87,51,43,41,61
2811,MCO,Financial Services,Financial Data & Stock Exchanges,NYSE,98.86,51,57,44,38
2812,HTBI,Financial Services,Banks—Regional,NASDAQ,98.85,51,46,37,61
2813,VRSK,Industrials,Consulting Services,NASDAQ,98.84,51,48,61,52
2814,MPV,Financial Services,Asset Management,NYSE,98.83,51,53,57,69
2815,ADSK,Technology,Softwareâ€”Application,NASDAQ,98.83,51,59,49,30
2816,DPG,Financial Services,Asset Management,NYSE,98.83,51,67,87,71
2817,ICHR,Technology,Semiconductor Equipment & Materials,NASDAQ,98.83,51,31,32,27
2818,CRC,Energy,Oil & Gas E&P,NYSE,98.81,51,87,80,71
2819,SBRA,Real Estate,REIT—Healthcare Facilities,NASDAQ,98.8,51,55,76,77
2820,AAL,Industrials,Airlines,NASDAQ,98.79,51,43,42,34
2821,CX,Basic Materials,Building Materials,NYSE,98.77,51,50,25,20
2822,ADX,Financial Services,Asset Management,NYSE,98.75,51,46,49,47
2823,NEON,Technology,Electronic Components,NASDAQ,98.75,51,29,9,41
2824,AFBI,Financial Services,Banksâ€”Regional,NASDAQ,98.74,51,62,76,79
2825,ISD,Financial Services,Asset Management,NYSE,98.74,51,49,48,51
2826,EMD,Financial Services,Asset Management,NYSE,98.73,51,41,43,40
2827,BFS,Real Estate,REIT—Retail,NYSE,98.72,51,48,49,73
2828,TRT,Technology,Semiconductor Equipment & Materials,NYSE MKT,98.71,51,50,28,30
2829,PHI,Communication Services,Telecom Services,NYSE,98.67,51,36,50,90
2830,SEM,Healthcare,Medical Care Facilities,NYSE,98.64,51,55,69,50
2831,WSO,Industrials,Industrial Distribution,NYSE,98.64,51,65,77,44
2832,GNTX,Consumer Cyclical,Auto Parts,NASDAQ,98.61,51,57,41,67
2833,PLL,Basic Materials,Other Industrial Metals & Mining,NASDAQ,98.61,51,85,85,37
2834,PIM,Financial Services,Asset Management,NYSE,98.61,51,58,61,69
2835,TRS,Industrials,Specialty Industrial Machinery,NASDAQ,98.61,51,37,43,51
2836,GNFT,Healthcare,Biotechnology,NASDAQ,98.6,51,80,89,52
2837,HIX,Financial Services,Asset Management,NYSE,98.6,51,38,53,44
2838,DSWL,Technology,Electronic Components,NASDAQ,98.56,51,51,36,47
2839,WBS,Financial Services,Banks—Regional,NYSE,98.56,51,77,60,51
2840,BIPC,Utilities,Utilities—Regulated Gas,NYSE,98.56,51,64,89,69
2841,EVRG,Utilities,Utilities—Regulated Electric,NYSE,98.55,51,47,83,75
2842,GBLI,Financial Services,Insurance—Property & Casualty,NYSE,98.54,51,62,47,83
2843,CCU,Consumer Defensive,Beverages—Brewers,NYSE,98.54,51,39,20,56
2844,FRAF,Financial Services,Banks—Regional,NASDAQ,98.52,51,70,82,71
2845,UTF,Financial Services,Asset Management,NYSE,98.51,51,50,79,62
2846,NIM,Financial Services,Asset Management,NYSE,98.51,51,57,55,63
2847,PLAY,Consumer Cyclical,Restaurants,NASDAQ,98.51,51,60,78,49
2848,XYF,Financial Services,Credit Services,NYSE,98.5,51,22,15,33
2849,BOTJ,Financial Services,Banks—Regional,NASDAQ,98.48,51,40,56,51
2850,SFBC,Financial Services,Banks—Regional,NASDAQ,98.47,51,67,81,61
2851,PAYC,Technology,Software—Application,NYSE,98.45,51,51,78,33
2852,COOP,Financial Services,Mortgage Finance,NASDAQ,98.44,51,53,82,67
2853,DTE,Utilities,Utilities—Regulated Electric,NYSE,98.42,50,52,87,85
2854,SHOO,Consumer Cyclical,Footwear & Accessories,NASDAQ,98.42,50,39,26,45
2855,VERV,Healthcare,Biotechnology,NASDAQ,98.41,50,60,99,11
2856,TD,Financial Services,Banks—Diversified,NYSE,98.4,50,53,57,70
2857,FXNC,Financial Services,Banks—Regional,NASDAQ,98.4,50,55,29,62
2858,ICE,Financial Services,Financial Data & Stock Exchanges,NYSE,98.4,50,50,40,37
2859,ROAD,Industrials,Engineering & Construction,NASDAQ,98.4,50,81,89,31
2860,TGH,Industrials,Rental & Leasing Services,NYSE,98.38,50,47,58,42
2861,WTBA,Financial Services,Banks—Regional,NASDAQ,98.37,50,37,37,60
2862,PNF,Financial Services,Asset Management,NYSE,98.37,50,35,38,50
2863,DKL,Energy,Oil & Gas Midstream,NYSE,98.34,50,90,95,94
2864,HLNE,Financial Services,Asset Management,NASDAQ,98.33,50,59,46,43
2865,ATRO,Industrials,Aerospace & Defense,NASDAQ,98.32,50,22,20,46
2866,OSK,Industrials,Farm & Heavy Construction Machinery,NYSE,98.31,50,57,29,40
2867,ARCB,Industrials,Trucking,NASDAQ,98.29,50,56,45,56
2868,CAJ,Technology,Computer Hardware,NYSE,98.28,50,52,54,77
2869,BMA,Financial Services,Banks—Regional,NYSE,98.27,50,60,90,43
2870,AGX,Industrials,Engineering & Construction,NYSE,98.27,50,58,35,71
2871,GAIN,Financial Services,Asset Management,NASDAQ,98.26,50,53,73,67
2872,ALHC,Healthcare,Healthcare Plans,NASDAQ,98.25,50,86,78,54
2873,UFCS,Financial Services,Insurance—Property & Casualty,NASDAQ,98.24,50,84,86,98
2874,EXAS,Healthcare,Diagnostics & Research,NASDAQ,98.24,50,38,19,13
2875,INMB,Healthcare,Biotechnology,NASDAQ,98.22,50,28,38,28
2876,SCHL,Communication Services,Publishing,NASDAQ,98.22,50,57,91,72
2877,MLVF,Financial Services,Banks—Regional,NASDAQ,98.2,50,44,59,71
2878,CTOS,Industrials,Rental & Leasing Services,NYSE,98.19,50,31,67,20
2879,APAM,Financial Services,Asset Management,NYSE,98.19,50,47,31,57
2880,NSL,Financial Services,Asset Management,NYSE,98.18,50,51,54,61
2881,KN,Technology,Communication Equipment,NYSE,98.17,50,30,17,54
2882,VNRX,Healthcare,Diagnostics & Research,NYSE MKT,98.16,50,20,13,31
2883,NUV,Financial Services,Asset Management,NYSE,98.16,50,47,51,56
2884,PMX,Financial Services,Asset Management,NYSE,98.16,50,39,35,40
2885,STK,Financial Services,Asset Management,NYSE,98.15,50,47,53,43
2886,OVBC,Financial Services,Banks—Regional,NASDAQ,98.15,50,55,74,90
2887,PFN,Financial Services,Asset Management,NYSE,98.14,50,47,53,47
2888,VLT,Financial Services,Asset Management,NYSE,98.14,50,44,47,46
2889,DUNEU,Financial Services,Shell Companies,NASDAQ,98.13,50,59,62,78
2890,BCML,Financial Services,Banks—Regional,NASDAQ,98.11,50,53,49,93
2891,BC,Consumer Cyclical,Leisure,NYSE,98.1,50,48,46,34
2892,HMNF,Financial Services,Banks—Regional,NASDAQ,98.08,50,58,56,74
2893,CSL,Industrials,Building Products & Equipment,NYSE,98.07,50,46,94,92
2894,AURCU,Financial Services,Shell Companies,NASDAQ,98.07,50,54,61,75
2895,UTG,Financial Services,Asset Management,NYSE MKT,98.06,50,46,78,66
2896,EVF,Financial Services,Asset Management,NYSE,98.06,50,49,50,58
2897,VRTS,Financial Services,Asset Management,NASDAQ,98.06,50,46,34,29
2898,RBCAA,Financial Services,Banks—Regional,NASDAQ,98.04,50,57,35,78
2899,BKSC,Financial Services,Banks—Regional,NASDAQ,98.04,50,54,51,55
2900,NIQ,Financial Services,Asset Management,NYSE,98.02,50,49,53,63
2901,GIM,Financial Services,Asset Management,NYSE,98.01,50,47,63,59
2902,DELL,Technology,Computer Hardware,NYSE,98.0,50,38,23,70
2903,HYB,Financial Services,Asset Management,NYSE,97.99,50,44,44,50
2904,CSIQ,Technology,Solar,NASDAQ,97.99,50,86,92,62
2905,EAD,Financial Services,Asset Management,NYSE MKT,97.97,50,49,46,48
2906,NNY,Financial Services,Asset Management,NYSE,97.96,50,50,50,62
2907,GRMN,Technology,Scientific & Technical Instruments,NYSE,97.95,50,40,22,36
2908,ASTE,Industrials,Farm & Heavy Construction Machinery,NASDAQ,97.95,50,43,20,48
2909,DHY,Financial Services,Asset Management,NYSE MKT,97.95,50,50,50,53
2910,ATSG,Industrials,Integrated Freight & Logistics,NASDAQ,97.93,50,61,43,90
2911,NCA,Financial Services,Asset Management,NYSE,97.92,50,53,55,57
2912,NBW,Financial Services,Asset Management,NYSE MKT,97.91,49,40,46,48
2913,LANDM,Real Estate,REIT—Industrial,NASDAQ,97.9,49,57,73,80
2914,AIRTP,Industrials,Integrated Freight & Logistics,NASDAQ,97.9,49,62,75,75
2915,EFX,Industrials,Consulting Services,NYSE,97.89,49,42,33,35
2916,PCF,Financial Services,Asset Management,NYSE,97.89,49,45,52,65
2917,CIH,Technology,Software—Application,NASDAQ,97.88,49,58,79,31
2918,BCS,Financial Services,Banks—Diversified,NYSE,97.87,49,40,47,57
2919,FTNT,Technology,Software—Infrastructure,NASDAQ,97.87,49,60,35,69
2920,MAXR,Technology,Communication Equipment,NYSE,97.86,49,53,21,42
2921,EDD,Financial Services,Asset Management,NYSE,97.86,49,45,45,58
2922,SHO,Real Estate,REIT—Hotel & Motel,NYSE,97.84,49,49,75,48
2923,CUBE,Real Estate,REIT—Industrial,NYSE,97.83,49,38,54,51
2924,ORAN,Communication Services,Telecom Services,NYSE,97.83,49,48,50,92
2925,XRX,Technology,Information Technology Services,NASDAQ,97.82,49,35,44,45
2926,STEM,Technology,Software—Infrastructure,NYSE,97.82,49,83,97,14
2927,MKTX,Financial Services,Capital Markets,NASDAQ,97.81,49,53,24,31
2928,MNPR,Healthcare,Biotechnology,NASDAQ,97.8,49,93,7,25
2929,TEL,Technology,Electronic Components,NYSE,97.78,49,45,52,55
2930,INN,Real Estate,REIT—Hotel & Motel,NYSE,97.77,49,49,52,34
2931,CYBR,Technology,Software—Infrastructure,NASDAQ,97.76,49,78,78,45
2932,IAF,Financial Services,Asset Management,NYSE MKT,97.74,49,39,40,47
2933,ICCH,Financial Services,Insurance—Specialty,NASDAQ,97.73,49,58,74,90
2934,JSD,Financial Services,Asset Management,NYSE,97.72,49,56,54,60
2935,MHF,Financial Services,Asset Management,NYSE,97.71,49,48,46,57
2936,NUW,Financial Services,Asset Management,NYSE,97.71,49,49,45,59
2937,FYBR,Communication Services,Telecom Services,NASDAQ,97.71,49,44,49,56
2938,NXN,Financial Services,Asset Management,NYSE,97.71,49,57,50,62
2939,ZYME,Healthcare,Biotechnology,NYSE,97.69,49,86,12,14
2940,CENTA,Consumer Defensive,Packaged Foods,NASDAQ,97.68,49,52,35,65
2941,MMM,Industrials,Specialty Industrial Machinery,NYSE,97.68,49,40,27,46
2942,RILYL,Financial Services,Financial Conglomerates,NASDAQ,97.67,49,65,63,73
2943,CHCT,Real Estate,REIT—Healthcare Facilities,NYSE,97.66,49,41,45,42
2944,MOS,Basic Materials,Agricultural Inputs,NYSE,97.66,49,83,90,96
2945,EVV,Financial Services,Asset Management,NYSE MKT,97.65,49,49,49,53
2946,MMT,Financial Services,Asset Management,NYSE,97.63,49,42,41,44
2947,ENX,Financial Services,Asset Management,NYSE MKT,97.62,49,36,40,43
2948,J,Industrials,Engineering & Construction,NYSE,97.57,49,55,46,67
2949,BCE,Communication Services,Telecom Services,NYSE,97.57,49,53,56,72
2950,BRID,Consumer Defensive,Packaged Foods,NASDAQ,97.57,49,50,92,93
2951,AVPT,Technology,Software—Infrastructure,NASDAQ,97.56,49,31,19,37
2952,PCN,Financial Services,Asset Management,NYSE,97.54,49,38,44,43
2953,FSK,Financial Services,Asset Management,NYSE,97.54,49,57,81,69
2954,NXC,Financial Services,Asset Management,NYSE,97.52,49,48,47,52
2955,UPS,Industrials,Integrated Freight & Logistics,NYSE,97.5,49,45,53,61
2956,MTX,Basic Materials,Chemicals,NYSE,97.5,49,37,35,55
2957,ACV,Financial Services,Asset Management,NYSE,97.5,49,46,53,34
2958,CCOI,Communication Services,Telecom Services,NASDAQ,97.49,49,48,37,62
2959,MGF,Financial Services,Asset Management,NYSE,97.49,49,50,50,61
2960,LNT,Utilities,Utilities—Regulated Electric,NASDAQ,97.49,49,50,82,73
2961,FSBC,Financial Services,Banks—Regional,NASDAQ,97.48,49,85,76,70
2962,MTEX,Consumer Defensive,Household & Personal Products,NASDAQ,97.48,49,34,14,16
2963,HGV,Consumer Cyclical,Resorts & Casinos,NYSE,97.45,49,54,42,38
2964,ICD,Energy,Oil & Gas Drilling,NYSE,97.45,49,85,58,60
2965,WSBF,Financial Services,Banks—Regional,NASDAQ,97.45,49,49,59,63
2966,PRIM,Industrials,Engineering & Construction,NASDAQ,97.45,49,55,32,64
2967,CHY,Financial Services,Asset Management,NASDAQ,97.45,49,45,55,38
2968,ERJ,Industrials,Aerospace & Defense,NYSE,97.44,49,33,41,25
2969,JQC,Financial Services,Asset Management,NYSE,97.43,48,51,50,60
2970,TSI,Financial Services,Asset Management,NYSE,97.43,48,52,55,66
2971,BUI,Financial Services,Asset Management,NYSE,97.43,48,51,75,56
2972,CHCI,Real Estate,Real Estate—Diversified,NASDAQ,97.39,48,60,75,69
2973,HIHO,Industrials,Metal Fabrication,NASDAQ,97.39,48,46,25,27
2974,QUOT,Communication Services,Advertising Agencies,NYSE,97.38,48,62,3,17
2975,SBFG,Financial Services,Banks—Regional,NASDAQ,97.38,48,57,62,72
2976,ABR,Real Estate,REITâ€”Mortgage,NYSE,97.37,48,51,67,41
2977,ACGLN,Financial Services,Insuranceâ€”Diversified,NASDAQ,97.37,48,51,39,54
2978,QRVO,Technology,Semiconductors,NASDAQ,97.36,48,33,18,26
2979,HYW,Financial Services,Asset Management,NASDAQ,97.36,48,53,59,88
2980,BIT,Financial Services,Asset Management,NYSE,97.36,48,59,79,54
2981,WDAY,Technology,Software—Application,NASDAQ,97.36,48,28,26,18
2982,OLED,Technology,Semiconductor Equipment & Materials,NASDAQ,97.36,48,34,22,23
2983,MBIN,Financial Services,Banks—Regional,NASDAQ,97.35,48,42,75,54
2984,CFB,Financial Services,Banks—Regional,NASDAQ,97.34,48,51,55,68
2985,CC,Basic Materials,Specialty Chemicals,NYSE,97.32,48,58,76,88
2986,CLMT,Energy,Oil & Gas E&P,NASDAQ,97.32,48,91,98,90
2987,PFL,Financial Services,Asset Management,NYSE,97.31,48,45,54,45
2988,EVM,Financial Services,Asset Management,NYSE MKT,97.29,48,38,42,48
2989,ACGLO,Financial Services,Insuranceâ€”Diversified,NASDAQ,97.29,48,51,54,70
2990,AIF,Financial Services,Asset Management,NYSE,97.28,48,52,53,59
2991,CIK,Financial Services,Asset Management,NYSE MKT,97.27,48,49,71,55
2992,RA,Financial Services,Asset Management,NYSE,97.25,48,53,75,60
2993,SHAK,Consumer Cyclical,Restaurants,NYSE,97.25,48,42,45,15
2994,RVT,Financial Services,Asset Management,NYSE,97.24,48,50,51,48
2995,PKBK,Financial Services,Banks—Regional,NASDAQ,97.23,48,52,78,88
2996,COST,Consumer Defensive,Discount Stores,NASDAQ,97.21,48,63,77,71
2997,SUPV,Financial Services,Banks—Regional,NYSE,97.21,48,56,82,33
